  Workload 078a41ea...: PASSED | 0.049 ms | 312.34x speedup | abs_err=9.54e-07, rel_err=1.04e-02
  Workload d2b5a221...: PASSED | 0.038 ms | 413.01x speedup | abs_err=9.54e-07, rel_err=1.25e-02
  Workload aaa378be...: PASSED | 0.717 ms | 458.66x speedup | abs_err=3.81e-06, rel_err=1.22e-02
  Workload c2bb4f66...: PASSED | 0.714 ms | 462.17x speedup | abs_err=3.05e-05, rel_err=8.00e-02
  Workload f2f01c2c...: PASSED | 0.033 ms | 213.62x speedup | abs_err=5.96e-08, rel_err=4.96e-03
  Workload 15856e8c...: PASSED | 1.269 ms | 433.70x speedup | abs_err=7.63e-06, rel_err=1.94e-02
  Workload a39aa135...: PASSED | 0.050 ms | 229.88x speedup | abs_err=2.98e-07, rel_err=1.93e-02
  Workload 339a7ff4...: PASSED | 0.031 ms | 108.48x speedup | abs_err=1.19e-07, rel_err=4.82e-03
  Workload d8f4a9ae...: PASSED | 0.039 ms | 173.94x speedup | abs_err=2.24e-08, rel_err=6.33e-03
  Workload d3dc3577...: PASSED | 0.039 ms | 172.62x speedup | abs_err=3.58e-07, rel_err=1.52e-02
  Workload ce832e76...: PASSED | 0.229 ms | 368.29x speedup | abs_err=3.81e-06, rel_err=9.66e-03
  Workload 6fbc155c...: PASSED | 0.327 ms | 467.34x speedup | abs_err=3.81e-06, rel_err=7.63e-03
  Workload a87ded8a...: PASSED | 0.732 ms | 716.57x speedup | abs_err=1.22e-04, rel_err=4.99e-02
  Workload 62447caf...: PASSED | 0.039 ms | 146.97x speedup | abs_err=1.19e-07, rel_err=2.48e-02
  Workload fd072ba6...: PASSED | 0.055 ms | 383.66x speedup | abs_err=1.91e-06, rel_err=9.11e-03
  Workload 35ea9bbe...: PASSED | 0.057 ms | 374.78x speedup | abs_err=1.91e-06, rel_err=2.41e-02
  Workload 1aa8cf18...: PASSED | 0.033 ms | 208.61x speedup | abs_err=5.96e-08, rel_err=7.61e-03
  Workload d5f5c00c...: PASSED | 0.037 ms | 160.94x speedup | abs_err=1.49e-08, rel_err=1.71e-03
  Workload d5aa60dc...: PASSED | 0.117 ms | 405.84x speedup | abs_err=1.91e-06, rel_err=3.37e-02
  Workload 28b70283...: PASSED | 0.035 ms | 132.61x speedup | abs_err=9.54e-07, rel_err=7.52e-03
  Workload 73b8cc85...: PASSED | 0.066 ms | 272.90x speedup | abs_err=1.91e-06, rel_err=6.50e-03
  Workload 2683c087...: PASSED | 0.067 ms | 271.16x speedup | abs_err=7.63e-06, rel_err=1.17e-02
  Workload 4b94d568...: PASSED | 0.232 ms | 454.73x speedup | abs_err=7.63e-06, rel_err=1.64e-02
  Workload a0eb2dc2...: PASSED | 0.065 ms | 263.51x speedup | abs_err=3.81e-06, rel_err=6.16e-03
  Workload f3d30cb9...: PASSED | 0.057 ms | 279.04x speedup | abs_err=2.98e-07, rel_err=6.35e-03
  Workload 7a7deca8...: PASSED | 0.058 ms | 253.44x speedup | abs_err=3.81e-06, rel_err=7.69e-03
  Workload 977d19f8...: PASSED | 0.036 ms | 160.88x speedup | abs_err=1.19e-07, rel_err=5.71e-03
  Workload 02c1e5f0...: PASSED | 0.037 ms | 155.12x speedup | abs_err=4.77e-07, rel_err=5.65e-03
  Workload 5a91aa02...: PASSED | 0.149 ms | 497.17x speedup | abs_err=1.91e-06, rel_err=1.13e-02
  Workload 8e7ef744...: PASSED | 0.032 ms | 77.01x speedup | abs_err=2.98e-08, rel_err=3.73e-03
  Workload 85d7becb...: PASSED | 0.032 ms | 112.10x speedup | abs_err=3.58e-07, rel_err=5.67e-03
  Workload e286a4f4...: PASSED | 0.568 ms | 581.52x speedup | abs_err=7.63e-06, rel_err=2.26e-02
  Workload 08d4f2c4...: PASSED | 0.433 ms | 426.22x speedup | abs_err=3.81e-06, rel_err=1.11e-02
  Workload 9c1ef562...: PASSED | 0.433 ms | 415.26x speedup | abs_err=3.05e-05, rel_err=4.97e-02
  Workload bfd8f7b6...: PASSED | 0.131 ms | 348.74x speedup | abs_err=3.81e-06, rel_err=7.58e-03
  Workload c358edcd...: PASSED | 0.925 ms | 418.39x speedup | abs_err=1.53e-05, rel_err=7.67e-03
  Workload f203fdcd...: PASSED | 0.046 ms | 200.17x speedup | abs_err=2.38e-07, rel_err=9.32e-03
  Workload 33a38713...: PASSED | 0.056 ms | 390.45x speedup | abs_err=1.91e-06, rel_err=3.08e-02
  Workload 3a77dfec...: PASSED | 0.050 ms | 290.02x speedup | abs_err=5.96e-08, rel_err=7.50e-03
  Workload ea27be17...: PASSED | 0.051 ms | 279.42x speedup | abs_err=7.15e-07, rel_err=8.32e-03
  Workload 49ef89d2...: PASSED | 0.052 ms | 243.76x speedup | abs_err=1.91e-06, rel_err=3.87e-02
  Workload 056224b8...: PASSED | 0.053 ms | 238.93x speedup | abs_err=4.77e-07, rel_err=6.69e-03
  Workload 685d26ff...: PASSED | 0.033 ms | 80.51x speedup | abs_err=1.19e-07, rel_err=5.69e-03
  Workload 352c9ace...: PASSED | 0.262 ms | 367.83x speedup | abs_err=3.05e-05, rel_err=2.33e-02
  Workload 2c9693b4...: PASSED | 0.046 ms | 199.67x speedup | abs_err=2.98e-08, rel_err=5.83e-03
  Workload 27f44fd6...: PASSED | 0.046 ms | 204.00x speedup | abs_err=1.91e-06, rel_err=1.05e-02
  Workload 07aa7922...: PASSED | 2.579 ms | 403.95x speedup | abs_err=3.05e-05, rel_err=7.11e-02
  Workload eaa0fd47...: PASSED | 0.034 ms | 84.28x speedup | abs_err=9.54e-07, rel_err=6.45e-03
  Workload f105eda8...: PASSED | 0.214 ms | 566.52x speedup | abs_err=6.10e-05, rel_err=1.49e-02
  Workload cd979341...: PASSED | 0.050 ms | 287.45x speedup | abs_err=3.81e-06, rel_err=6.88e-03
  Workload 43bf9699...: PASSED | 0.435 ms | 406.20x speedup | abs_err=1.91e-06, rel_err=7.69e-03
  Workload 54856fec...: PASSED | 0.436 ms | 417.19x speedup | abs_err=3.05e-05, rel_err=1.01e-01
  Workload 2ba465c0...: PASSED | 0.032 ms | 175.37x speedup | abs_err=2.38e-07, rel_err=7.69e-03
  Workload 1efaf2a9...: PASSED | 0.036 ms | 235.43x speedup | abs_err=2.98e-08, rel_err=8.85e-03
  Workload a01a3f93...: PASSED | 0.995 ms | 420.31x speedup | abs_err=1.22e-04, rel_err=4.51e-02
  Workload cc241d2e...: PASSED | 0.033 ms | 135.57x speedup | abs_err=1.49e-07, rel_err=6.82e-03
[2026-04-07T08:57:23] Local entrypoint finished in 522.42s
[2026-04-06T23:57:22] Remote benchmark finished in 517.49s
Stopping app - local entrypoint completed.
Runner terminated.
✓ App completed. View run at 
https://modal.com/apps/shjj1504/main/ap-ddWJN5p1h5exq2NXhXysVA
